Entity,Year,Annual CO₂ emissions (per capita)
Colombia,1959,10.575.702
Comoros,1959,57.472.706
Congo,1959,18.158.779
Costa Rica,1959,29.638.097
Cote d'Ivoire,1959,15.247.057
Croatia,1959,1.269.927
Cuba,1959,22.003.038
Curacao,1959,84.240.105
Cyprus,1959,14.480.226
Czechia,1959,9.769.168
Democratic Republic of Congo,1959,18.109.514
Denmark,1959,57.200.427
Djibouti,1959,44.122.782
Dominica,1959,19.004.478
Dominican Republic,1959,3.489.027
Ecuador,1959,2.879.053
Egypt,1959,48.231.116
El Salvador,1959,22.333.018
Equatorial Guinea,1959,18.129.501
Estonia,1959,11.668.515
Eswatini,1959,10.863.764
Ethiopia,1959,158.758
Europe,1959,6.188.381
Europe (excl. EU-27),1959,7.173.693
Europe (excl. EU-28),1959,6.291.928
European Union (27),1959,54.984.355
European Union (28),1959,6.138.575
Faroe Islands,1959,29.348.524
Fiji,1959,50.819.874
Finland,1959,3.084.187
France,1959,57.937.922
French Polynesia,1959,35.377.893
Gabon,1959,43.293.573
Gambia,1959,4.710.904
Georgia,1959,14.170.799
Germany,1959,10.413.412
Ghana,1959,1.977.108
Greece,1959,9.613.895
Greenland,1959,7.616.474
Grenada,1959,15.982.203
Guatemala,1959,31.094.626
Guinea,1959,45.575.354
Guinea-Bissau,1959,25.483.731
Guyana,1959,99.830.925
Haiti,1959,6.600.922
High-income countries,1959,76.852.837
Honduras,1959,29.038.325
Hong Kong,1959,9.056.656
Hungary,1959,4.217.284
Iceland,1959,71.978.245
India,1959,23.273.039
Indonesia,1959,27.731.413
Iran,1959,12.279.745
Iraq,1959,10.555.618
Ireland,1959,43.606.486
Israel,1959,30.685.835
Italy,1959,19.113.301
Jamaica,1959,11.334.597
Japan,1959,2.058.434
Jordan,1959,8.168.487
Kazakhstan,1959,1.029.554
Kenya,1959,29.536.965
Kuwait,1959,13.840.618
Kyrgyzstan,1959,3.722.261
Laos,1959,3.707.728
Latvia,1959,43.264.637
Lebanon,1959,14.017.426
Liberia,1959,12.870.927
Libya,1959,31.343.165
Liechtenstein,1959,72.410.166
Lithuania,1959,5.022.504
Low-income countries,1959,25.182.942
Lower-middle-income countries,1959,5.951.261
Luxembourg,1959,33.341.896
Macao,1959,20.228.453
Madagascar,1959,75.587.176
Malawi,1959,1.299.647
Malaysia,1959,4.186.856
Mali,1959,90.291.165
Malta,1959,11.525.705
Mauritania,1959,40.387.563
Mauritius,1959,33.877.793
Mexico,1959,16.568.477
Moldova,1959,4.721.161
Mongolia,1959,1.422.282
Montenegro,1959,10.432.855
Morocco,1959,29.416.087
Mozambique,1959,26.881.215
Myanmar,1959,13.067.743
Nepal,1959,66.079.646
Netherlands,1959,59.177.732
New Caledonia,1959,7.506.286
New Zealand,1959,4.419.346
Nicaragua,1959,2.763.385
Niger,1959,64.735.916
Nigeria,1959,8.093.153
North America,1959,12.137.969
North America (excl. USA),1959,3.395.893
North Korea,1959,17.439.278
North Macedonia,1959,1.887.101
Norway,1959,33.231.869
Oceania,1959,61.287.484
Pakistan,1959,22.123.612
Palau,1959,15.786.299
Panama,1959,90.999.955
Papua New Guinea,1959,833.989
Paraguay,1959,16.433.974
Peru,1959,73.039.556
Philippines,1959,26.314.753
Poland,1959,65.246.763
Portugal,1959,9.017.019
Qatar,1959,53.893.447
Romania,1959,2.770.037
Russia,1959,7.195.298
Rwanda,1959,25.911.607
Saint Lucia,1959,12.119.742
Saint Pierre and Miquelon,1959,67.160.897
Saint Vincent and the Grenadines,1959,13.404.715
Samoa,1959,13.345.231
Sao Tome and Principe,1959,108.474.575
Saudi Arabia,1959,45.922.297
Senegal,1959,12.183.986
Serbia,1959,21.979.702
Sierra Leone,1959,103.573.635
Singapore,1959,11.696.967
Sint Maarten (Dutch part),1959,48.123.685
Slovakia,1959,72.977.667
Slovenia,1959,25.684.745
Solomon Islands,1959,8.449.925
Somalia,1959,31.426.005
South Africa,1959,5.869.171
South America,1959,1.357.352
South Korea,1959,44.820.794
South Sudan,1959,39.676.066
Spain,1959,17.272.984
Sri Lanka,1959,21.516.645
Sudan,1959,15.489.036
Suriname,1959,14.131.986
Sweden,1959,56.902.375
Switzerland,1959,31.542.656
Syria,1959,4.976.773
Taiwan,1959,1.035.672
Tajikistan,1959,21.988.149
Tanzania,1959,70.575.796
Thailand,1959,12.852.772
Togo,1959,33.839.613
Tonga,1959,11.184.883
Trinidad and Tobago,1959,3.737.814
Tunisia,1959,38.201.922
Turkey,1959,64.224.815
Turkmenistan,1959,73.942.323
Tuvalu,1959,0
Uganda,1959,55.896.346
Ukraine,1959,6.400.923
United Arab Emirates,1959,870.357
United Kingdom,1959,10.463.034
United States,1959,1.633.884
Upper-middle-income countries,1959,18.612.862
Uruguay,1959,17.578.063
Uzbekistan,1959,4.330.681
Venezuela,1959,8.283.311
Vietnam,1959,20.801.756
World,1959,29.810.743
Yemen,1959,4.778.842
Zambia,1959,15.108.423
Zimbabwe,1959,16.889.092
Afghanistan,1960,4.800.073
Africa,1960,5.515.589
Albania,1960,11.817.696
Algeria,1960,539.852
Andorra,1960,0
Angola,1960,10.246.974
Antigua and Barbuda,1960,66.189.754
Argentina,1960,23.963.196
Armenia,1960,16.563.102
Aruba,1960,11.323.357
Asia,1960,9.053.701
Asia (excl. China and India),1960,10.488.126
Australia,1960,8.500.754
Austria,1960,4.368.728
Azerbaijan,1960,4.595.075
Bahamas,1960,35.836.244
Bahrain,1960,35.795.946
Bangladesh,1960,43.890.115
Barbados,1960,74.048.847
Belarus,1960,4.798.255
Belgium,1960,9.980.326
Belize,1960,48.094.508
Benin,1960,64.170.934
Bermuda,1960,37.469.559
Bhutan,1960,0
Bolivia,1960,27.074.352
Bonaire Sint Eustatius and Saba,1960,1.620.704
Bosnia and Herzegovina,1960,16.522.611
Brazil,1960,64.099.336
Brunei,1960,39.060.462
Bulgaria,1960,28.220.184
Burkina Faso,1960,9.192.055
Burundi,1960,13.263.877
Cambodia,1960,42.314.973
Cameroon,1960,52.981.023
Canada,1960,10.760.641
Cape Verde,1960,10.461.459
Central African Republic,1960,52.351.113
Chad,1960,18.146.472
Chile,1960,16.552.144
China,1960,12.210.879
Colombia,1960,10.447.992
Comoros,1960,56.408.573
Congo,1960,21.171.246
Costa Rica,1960,36.468.273
Cote d'Ivoire,1960,124.482.326
Croatia,1960,13.771.545
Cuba,1960,18.833.567
Curacao,1960,7.091.216
Cyprus,1960,15.132.152
Czechia,1960,10.383.568
Democratic Republic of Congo,1960,15.176.913
Denmark,1960,6.493.076
Djibouti,1960,46.889.105
Dominica,1960,18.506.296
Dominican Republic,1960,3.153.079
Ecuador,1960,38.144.672
Egypt,1960,593.047
El Salvador,1960,22.266.465
Equatorial Guinea,1960,8.222.652
Estonia,1960,12.041.001
Eswatini,1960,9.556.211
Ethiopia,1960,16.174.313
Europe,1960,65.422.263
Europe (excl. EU-27),1960,74.550.686
Europe (excl. EU-28),1960,6.482.094
European Union (27),1960,59.003.396
European Union (28),1960,65.713.315
Faroe Islands,1960,17.152.554
Fiji,1960,4.832.438
Finland,1960,34.054.918
France,1960,6.485.259
French Polynesia,1960,4.317.496
Gabon,1960,2.569.495
Gambia,1960,4.583.942
Georgia,1960,14.497.793
Germany,1960,11.140.283
Ghana,1960,21.152.182
Greece,1960,11.054.817
Greenland,1960,69.529.943
Grenada,1960,23.439.099
Guatemala,1960,32.799.494
Guinea,1960,11.668.727
Guinea-Bissau,1960,3.169.868
Guyana,1960,11.530.191
Haiti,1960,73.205.136
High-income countries,1960,8.007.849
Honduras,1960,29.606.268
Hong Kong,1960,94.796.026
Hungary,1960,4.540.724
Iceland,1960,69.054.976
India,1960,24.963.316
Indonesia,1960,24.196.078
Iran,1960,17.466.422
Iraq,1960,11.653.535
Ireland,1960,3.973.048
Israel,1960,33.959.749
Italy,1960,2.205.334
Jamaica,1960,89.409.626
Japan,1960,24.612.293
Jordan,1960,8.763.999
Kazakhstan,1960,10.359.077
Kenya,1960,31.273.466
Kuwait,1960,25.528.587
Kyrgyzstan,1960,37.605.705
Laos,1960,37.977.193
Latvia,1960,44.487.786
Lebanon,1960,14.326.296
Liberia,1960,14.500.937
Libya,1960,48.528.644
Liechtenstein,1960,93.646.944
Lithuania,1960,515.832
Low-income countries,1960,29.265.717
Lower-middle-income countries,1960,6.300.016
Luxembourg,1960,36.629.093
Macao,1960,28.976.208
Madagascar,1960,7.872.042
Malawi,1960,12.105.398
Malaysia,1960,5.363.242
Mali,1960,22.613.913
Malta,1960,10.092.409
Mauritania,1960,43.697.808
Mauritius,1960,265.315
Mexico,1960,17.385.079
Moldova,1960,47.891.364
Mongolia,1960,13.226.138
Montenegro,1960,11.243.873
Morocco,1960,30.892.706
Mozambique,1960,27.729.824
Myanmar,1960,12.498.887
Nepal,1960,7.927.662
Netherlands,1960,6.389.699
New Caledonia,1960,10.596.372
New Zealand,1960,48.428.607
Nicaragua,1960,29.678.857
Niger,1960,8.380.992
Nigeria,1960,7.574.669
North America,1960,12.184.283
North America (excl. USA),1960,34.095.335
North Korea,1960,20.409.331
North Macedonia,1960,20.390.189
Norway,1960,36.539.803
Oceania,1960,63.654.613
Pakistan,1960,2.595.286
Palau,1960,15.476.241
Panama,1960,8.839.091
Papua New Guinea,1960,9.041.592
Paraguay,1960,16.046.411
Peru,1960,8.026.398
Philippines,1960,29.224.214
Poland,1960,67.630.544
Portugal,1960,92.468.673
Qatar,1960,4.830.852
Romania,1960,28.927.348
Russia,1960,73.875.985
Rwanda,1960,23.540.458
Saint Lucia,1960,15.994.936
Saint Pierre and Miquelon,1960,74.095.044
Saint Vincent and the Grenadines,1960,13.061.301
Samoa,1960,1.292.975
Sao Tome and Principe,1960,16.150.218
Saudi Arabia,1960,6.420.167
Senegal,1960,25.277.582
Serbia,1960,23.829.427
Sierra Leone,1960,31.046.596
Singapore,1960,86.960.703
Sint Maarten (Dutch part),1960,38.634.595
Slovakia,1960,767.008
Slovenia,1960,27.800.086
Solomon Islands,1960,8.236.608
Somalia,1960,29.355.578
South Africa,1960,59.225.736
South America,1960,13.348.037
South Korea,1960,48.572.105
South Sudan,1960,38.931.098
Spain,1960,1.606.596
Sri Lanka,1960,23.065.168
Sudan,1960,14.961.754
Suriname,1960,16.108.254
Sweden,1960,65.622.754
Switzerland,1960,36.594.448
Syria,1960,6.980.899
Taiwan,1960,10.811.017
Tajikistan,1960,22.109.666
Tanzania,1960,8.245.623
Thailand,1960,13.947.247
Togo,1960,399.377
Tonga,1960,1.629.724
Trinidad and Tobago,1960,3.044.319
Tunisia,1960,41.094.506
Turkey,1960,61.061.203
Turkmenistan,1960,74.431.677
Tuvalu,1960,0
Uganda,1960,55.273.924
Ukraine,1960,6.567.906
United Arab Emirates,1960,823.741
United Kingdom,1960,11.115.082
United States,1960,16.444.399
Upper-middle-income countries,1960,19.494.865
Uruguay,1960,17.060.025
Uzbekistan,1960,43.588.843
Venezuela,1960,69.899.774
Vietnam,1960,22.873.685
World,1960,31.088.755
Yemen,1960,6.551.286
Zambia,1960,13.961.706
Zimbabwe,1960,15.613.867
Afghanistan,1961,5.583.506
Africa,1961,5.571.884
Albania,1961,12.879.791
Algeria,1961,5.221.244
Andorra,1961,0
Angola,1961,8.338.167
Antigua and Barbuda,1961,8.465.804
Argentina,1961,24.721.992
Armenia,1961,16.515.849
Aruba,1961,11.563.455
Asia,1961,80.740.345
Asia (excl. China and India),1961,11.438.671
Australia,1961,8.281.936
Austria,1961,4.491.471
Azerbaijan,1961,4.590.125
Bahamas,1961,4.540.877
Bahrain,1961,10.598.284
Bangladesh,1961,44.145.864
Barbados,1961,8.309.385
Belarus,1961,4.888.518
Belgium,1961,10.110.542
Belize,1961,39.072.663
Benin,1961,5.026.609
Bermuda,1961,40.987.206
Bhutan,1961,0
Bolivia,1961,27.489.212
Bonaire Sint Eustatius and Saba,1961,166.503
Bosnia and Herzegovina,1961,16.991.359
Brazil,1961,65.227.723
Brunei,1961,3.394.865
Bulgaria,1961,3.255.606
Burkina Faso,1961,1.887.556
Burundi,1961,16.952.204
Cambodia,1961,50.451.703
Cameroon,1961,54.251.585
Canada,1961,10.616.394
Cape Verde,1961,10.220.956
Central African Republic,1961,51.413.465
Chad,1961,16.613.217
Chile,1961,17.386.926
China,1961,870.845
Colombia,1961,11.244.488
Comoros,1961,55.338.237
Congo,1961,24.687.475
Costa Rica,1961,35.166.624
Cote d'Ivoire,1961,1.437.668
Croatia,1961,1.433.112
Cuba,1961,16.402.595
Curacao,1961,72.984.146
Cyprus,1961,145.318
Czechia,1961,1.123.304
Democratic Republic of Congo,1961,1.502.804
Denmark,1961,68.716.373
Djibouti,1961,49.245.104
Dominica,1961,18.193.856
Dominican Republic,1961,30.179.262
Ecuador,1961,34.604.684
Egypt,1961,6.150.352
El Salvador,1961,20.367.247
Equatorial Guinea,1961,8.074.338
Estonia,1961,122.648.535
Eswatini,1961,10.380.162
Ethiopia,1961,15.287.583
Europe,1961,67.137.985
Europe (excl. EU-27),1961,75.409.155
Europe (excl. EU-28),1961,65.932.374
European Union (27),1961,61.296.906
European Union (28),1961,677.252
Faroe Islands,1961,3.283.344
Fiji,1961,40.657.392
Finland,1961,33.445.232
France,1961,6.841.373
French Polynesia,1961,6.743.041
Gabon,1961,31.748.173
Gambia,1961,5.351.314
Georgia,1961,14.699.062
Germany,1961,11.342.258
Ghana,1961,18.915.194
Greece,1961,11.503.507
Greenland,1961,8.760.835
Grenada,1961,19.260.085
Guatemala,1961,33.325.768
Guinea,1961,17.200.749
Guinea-Bissau,1961,50.267.614
Guyana,1961,12.511.833
Haiti,1961,7.461.899
High-income countries,1961,8.107.073
Honduras,1961,3.440.698
Hong Kong,1961,10.428.159
Hungary,1961,48.803.787
Iceland,1961,609.689
India,1961,26.384.085
Indonesia,1961,28.630.775
Iran,1961,16.607.249
Iraq,1961,11.994.982
Ireland,1961,4.400.623
Israel,1961,35.600.786
Italy,1961,249.685
Jamaica,1961,12.789.814
Japan,1961,29.656.074
Jordan,1961,10.959.159
Kazakhstan,1961,10.328.965
Kenya,1961,2.980.543
Kiribati,1961,151.731
Kuwait,1961,29.359.545
Kyrgyzstan,1961,37.543.497
Laos,1961,52.315.254
Latvia,1961,4.529.565
Lebanon,1961,14.452.671
Liberia,1961,13.838.188
Libya,1961,80.774.486
Liechtenstein,1961,1.000.356
Lithuania,1961,52.506.413
Low-income countries,1961,30.022.562
Lower-middle-income countries,1961,63.778.514
Luxembourg,1961,36.580.036
Macao,1961,38.959.527
Madagascar,1961,68.265.654
Malawi,1961,10.067.372
Malaysia,1961,5.801.901
Mali,1961,21.631.483
Malta,1961,86.946.464
Mauritania,1961,55.278.897
Mauritius,1961,26.954.702
Mexico,1961,17.425.507
Moldova,1961,48.192.177
Mongolia,1961,13.764.849
Montenegro,1961,11.631.007
Morocco,1961,3.121.549
Mozambique,1961,38.017.756
Myanmar,1961,11.666.381
Nepal,1961,77.768.336
Netherlands,1961,6.509.517
New Caledonia,1961,10.550.158
New Zealand,1961,48.342.814
Nicaragua,1961,30.382.326
Niger,1961,15.255.911
Nigeria,1961,8.961.959
North America,1961,11.927.622
North America (excl. USA),1961,33.834.302
North Korea,1961,22.176.461
North Macedonia,1961,21.151.748
Norway,1961,36.940.427
Oceania,1961,62.192.497
Pakistan,1961,26.241.675
Palau,1961,53.112.445
Panama,1961,94.967.836
Papua New Guinea,1961,989.939
Paraguay,1961,18.682.942
Peru,1961,82.397
Philippines,1961,29.692.596
Poland,1961,6.927.885
Portugal,1961,10.203.565
Qatar,1961,40.172.434
Romania,1961,29.918.027
Russia,1961,75.136.256
Rwanda,1961,30.031.217
Saint Lucia,1961,19.744.997
Saint Pierre and Miquelon,1961,9.634.304
Saint Vincent and the Grenadines,1961,12.828.682
Samoa,1961,15.679.562
Sao Tome and Principe,1961,15.994.646
Saudi Arabia,1961,8.286.746
Senegal,1961,24.135.543
Serbia,1961,24.734.938
Sierra Leone,1961,12.364.271
Singapore,1961,12.621.852
Sint Maarten (Dutch part),1961,3.699.278
Slovakia,1961,8.204.988
Slovenia,1961,28.893.328
Solomon Islands,1961,10.713.842
Somalia,1961,29.852.683
South Africa,1961,6.010.773
South America,1961,13.157.191
South Korea,1961,5.441.617
South Sudan,1961,39.111.104
Spain,1961,17.454.768
Sri Lanka,1961,23.283.102
Sudan,1961,14.799.283
Suriname,1961,15.421.708
Sweden,1961,6.475.249
Switzerland,1961,3.746.488
Syria,1961,6.441.992
Taiwan,1961,11.017.067
Tajikistan,1961,22.023.416
Tanzania,1961,6.804.946
Thailand,1961,15.112.117
Togo,1961,5.456.291
Tonga,1961,15.837.476
Trinidad and Tobago,1961,531.534
Tunisia,1961,4.165.596
Turkey,1961,6.137.262
Turkmenistan,1961,7.427.777
Tuvalu,1961,0
Uganda,1961,51.851.764
Ukraine,1961,6.678.475
United Arab Emirates,1961,77.958.554
United Kingdom,1961,11.135.089
United States,1961,1.611.992
Upper-middle-income countries,1961,17.821.966
Uruguay,1961,16.073.841
Uzbekistan,1961,43.445.387
Venezuela,1961,6.137.359
Vietnam,1961,23.729.566
World,1961,30.682.025
Yemen,1961,471.734
Zambia,1961,115.205
Zimbabwe,1961,12.891.791
Afghanistan,1962,7.677.442
Africa,1962,5.584.053
Albania,1962,13.465.087
Algeria,1962,48.063.192
Andorra,1962,0
Angola,1962,2.135.556
Antigua and Barbuda,1962,17.989.444
Argentina,1962,25.518.172
Armenia,1962,16.782.753
Aruba,1962,12.503.166
Asia,1962,76.224.965
Asia (excl. China and India),1962,11.921.293
Australia,1962,8.486.659
Austria,1962,4.750.332
Azerbaijan,1962,4.667.492
Bahamas,1962,5.743.129
Bahrain,1962,91.721.525
Bangladesh,1962,470.759
Barbados,1962,11.077.547
Belarus,1962,5.072.145
Belgium,1962,10.619.147
Belize,1962,72.365.904
Benin,1962,52.276.067
Bermuda,1962,3.585.127
Bhutan,1962,0
Bolivia,1962,2.844.077
Bonaire Sint Eustatius and Saba,1962,1.796.608
Bosnia and Herzegovina,1962,17.116.257
Brazil,1962,69.089.925
British Virgin Islands,1962,46.250.945
Brunei,1962,39.430.172
Bulgaria,1962,38.185.408
Burkina Faso,1962,1.711.281
Burundi,1962,15.227.556
Cambodia,1962,5.316.698
Cameroon,1962,54.574.728
Canada,1962,11.115.177
Cape Verde,1962,8.257.672
Central African Republic,1962,4.205.435
Chad,1962,26.767.904
Chile,1962,19.687.873
China,1962,69.155.574
Colombia,1962,11.634.506
Comoros,1962,54.271.296
Congo,1962,21.410.584
Costa Rica,1962,37.980.852
Cote d'Ivoire,1962,1.466.225
Croatia,1962,1.459.439
Cuba,1962,18.687.675
Curacao,1962,7.897.144
Cyprus,1962,15.049.218
Czechia,1962,11.941.044
Democratic Republic of Congo,1962,13.502.045
Denmark,1962,79.401.436
Djibouti,1962,51.141.316
Dominica,1962,17.947.881
Dominican Republic,1962,35.247.254
Ecuador,1962,31.973.967
Egypt,1962,6.519.604
El Salvador,1962,2.206.601
Equatorial Guinea,1962,7.922.134
Estonia,1962,12.718.101
Ethiopia,1962,17.308.382
Europe,1962,70.163.207
Europe (excl. EU-27),1962,7.734.708
Europe (excl. EU-28),1962,6.840.867
European Union (27),1962,6.507.277
European Union (28),1962,71.022.196
Faroe Islands,1962,33.513.792
Fiji,1962,5.396.978
Finland,1962,37.376.711
France,1962,7.138.103
French Polynesia,1962,53.384.143
Gabon,1962,16.725.439
Gambia,1962,6.073.091
Georgia,1962,151.712
Germany,1962,11.903.436
Ghana,1962,1.967.568
Greece,1962,11.882.747
Greenland,1962,760.407
Grenada,1962,26.696.923
Guatemala,1962,31.770.515
Guinea,1962,18.107.101
Guinea-Bissau,1962,68.264.656
Guyana,1962,11.206.838
Haiti,1962,75.039.715
High-income countries,1962,840.127
Honduras,1962,31.758.007
Hong Kong,1962,1.105.147
Hungary,1962,50.223.637
Iceland,1962,6.565.668
India,1962,2.838.858
Indonesia,1962,2.461.275
Iran,1962,16.557.548
Iraq,1962,12.056.993
Ireland,1962,46.592.236
Israel,1962,38.337.364
Italy,1962,2.915.639
Jamaica,1962,12.572.969
Japan,1962,30.421.822
Jordan,1962,1.120.191
Kazakhstan,1962,10.491.921
Kenya,1962,3.135.051
Kiribati,1962,22.194.403
Kuwait,1962,3.775.382
Kyrgyzstan,1962,38.099.592
Laos,1962,59.373
Latvia,1962,4.697.135
Lebanon,1962,14.910.244
Liberia,1962,21.172.254
Libya,1962,68.260.205
Liechtenstein,1962,10.065.526
Lithuania,1962,5.448.717
Low-income countries,1962,33.111.155
Lower-middle-income countries,1962,6.621.905
Luxembourg,1962,3.608.063
Macao,1962,5.120.234
Madagascar,1962,74.049.056
Malawi,1962,949.193
Malaysia,1962,5.738.133
Mali,1962,25.338.635
Malta,1962,9.829.996
Mauritania,1962,7.030.693
Mauritius,1962,35.616.714
Mexico,1962,16.478.363
Moldova,1962,4.947.167
Mongolia,1962,18.857.762
Montenegro,1962,1.178.291
Montserrat,1962,30.663.654
Morocco,1962,24.788.328
Mozambique,1962,28.117.114
Myanmar,1962,12.686.054
Nepal,1962,8.318.824
Netherlands,1962,7.055.719
New Caledonia,1962,64.933.887
New Zealand,1962,45.039.787
Nicaragua,1962,34.675.637
Niger,1962,17.771.704
Nigeria,1962,89.167.744
North America,1962,12.157.618
North America (excl. USA),1962,34.927.022
North Korea,1962,25.193.858
North Macedonia,1962,21.440.003
Norway,1962,38.636.587
Oceania,1962,62.795.796
Pakistan,1962,28.175.586
Palau,1962,5.195.584
Panama,1962,9.949.845
Papua New Guinea,1962,95.005.736
Paraguay,1962,19.704.118
Peru,1962,9.228.595
Philippines,1962,3.424.077
Poland,1962,71.553.817
Portugal,1962,10.431.707
Qatar,1962,42.209.177
Romania,1962,33.996.632
Russia,1962,77.893.925
Rwanda,1962,26.991.839
